"Sample_ID","Species_Name","Scientific_Name","PacFIN_Species_Code","RecFIN_Species_Code","Year","Project_ID","Capture_Date","CRFS_District","Port","Vessel","CDFW_Vessel_Number","Institution","Fork_Length_mm","Sex","Maturity","Comments"
"202412-1012-12758-GSPT-891","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-20,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",356,"M","1",NA
"202306-1012-29746-GSPT-416","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-07,"District 4 - San Francisco","Emeryville","Sea Wolf","29746","NMFS",295,"F","0","Dave & Neosha assigned sample # 265 , S1"
"202412-1012-16699-GSPT-402","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-27,"District 1 - South","Long Beach","Eldorado","16699","NMFS",335,"M","1","RIPE"
"202411-1012-28054-GSPT-978","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-30,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",403,"M","1",NA
"202404-1012-06810-GSPT-15","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-25,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","BML",360,"M","1","Frozen no fin clips collected"
"202310-1012-12758-GSPT-362","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-31,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",375,"F","1",NA
"202311-1012-73873-GSPT-329","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-24,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",361,"M","1",NA
"202410-1012-28054-GSPT-618","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-13,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",347,"M","1",NA
"202408-1012-39022-GSPT-458","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-23,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",255,"M","0",NA
"202411-1012-33680-GSPT-304","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-17,"District 3 - Central","Morro Bay","Fiesta","33680","CP",293,"F","1",NA
"202411-1012-28054-GSPT-944","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-30,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",344,"F","1",NA
"202311-1012-28054-GSPT-814","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-25,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",399,"F","1","STAGE 6"
"202406-1012-12758-GSPT-217","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-21,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",379,"F","1",NA
"202312-1012-28054-GSPT-1144","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-16,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",397,"F","1","STAGE 7, 1.5 OTOLITHS"
"202408-1012-39022-GSPT-464","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-23,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",241,"M","0",NA
"202307-1012-73873-GSPT-15","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-07-03,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",350,"F","UNK","gonads sliced"
"202406-1012-12758-GSPT-224","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-21,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",342,"F","1","EYED LARVAE, STAGE 4"
"202312-1012-28054-GSPT-1148","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-18,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",309,"M","1",NA
"202306-1012-37423-GSPT-408","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-26,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",355,"M","1","lengths rounded to every 5 mm?, Dave & Neosha assigned sample # 257 , S"
"202312-1012-28054-GSPT-1147","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-17,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",323,"M","1",NA
"202410-1012-06810-GSPT-850","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-10,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","BML",325,"F","0",NA
"202311-1012-39022-GSPT-500","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-12,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",398,"M","1",NA
"202408-1012-39022-GSPT-469","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-23,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",219,"M","0",NA
"202405-1012-12758-GSPT-149","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-05-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",347,"F","1",NA
"202306-1012-37423-GSPT-292","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-22,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",290,"F","0","lengths rounded?, Dave & Neosha assigned sample # 141 , S1"
"202306-1012-37423-GSPT-293","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-22,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",340,"M","1","lengths rounded?, Dave & Neosha assigned sample # 142 , S"
"202311-1012-12758-GSPT-587","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",365,"M","1",NA
"202408-1012-39022-GSPT-472","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-23,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",252,"M","0",NA
"202306-1012-37423-GSPT-386","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-16,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",332,"F","1","resting transitioning, Dave & Neosha assigned sample # 235 , S7+"
"202306-1012-37423-GSPT-385","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-16,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",308,"U","UNK","no gonads, Dave & Neosha assigned sample # 234 , S"
"202311-1012-73873-GSPT-313","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",224,"U","UNK","gut punctured"
"202412-1012-28054-GSPT-961","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-08,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",411,"F","1",NA
"202311-1012-12758-GSPT-593","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",322,"F","1",NA
"202310-1012-39022-GSPT-433","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-29,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",262,"F","1",NA
"202410-1012-06810-GSPT-737","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-04,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","BML",241,"M","0",NA
"202408-1012-39022-GSPT-483","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-23,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",241,"F","0",NA
"202310-1012-39022-GSPT-435","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-29,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",286,"M","0",NA
"202306-1012-03233-GSPT-144","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-23,"District 1 - South","San Diego","Premier","03233","NMFS",341,"F","1","Dissected during SOCAL CCFRP training on 6/27, spent , S"
"202410-1012-28054-GSPT-608","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-13,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",345,"M","1",NA
"202412-1012-28054-GSPT-479","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-15,"District 2 - Channel","Channel Islands","Mirage","28054","NMFS",412,"F","1","BLACK BLOTCHY SPOTS ON OVARIES"
"202307-1012-03233-GSPT-114","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-07-16,"District 1 - South","San Diego","Premier","03233","SIO",342,"F","1","Larvae - about ready for partuition"
"202411-1012-28054-GSPT-771","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",371,"M","1",NA
"202410-1012-28054-GSPT-612","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-13,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",343,"M","1",NA
"202410-1012-06810-GSPT-746","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-15,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","BML",229,"F","0","not filleted"
"202306-1012-29746-GSPT-418","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-07,"District 4 - San Francisco","Emeryville","Sea Wolf","29746","NMFS",235,"F","0","Dave & Neosha assigned sample # 267 , S1"
"202310-1012-12758-GSPT-405","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-26,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",342,"M","1",NA
"202312-1012-06810-GSPT-1092","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-14,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","SIO",385,"M","1",NA
"202306-1012-29746-GSPT-444","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-16,"District 4 - San Francisco","Emeryville","Sea Wolf","29746","NMFS",271,"M","0","Dave & Neosha assigned sample # 293 , S"
"202406-1012-28054-GSPT-257","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",424,"M","1",NA
"202411-1012-12758-GSPT-865","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",302,"M","1",NA
"202311-1012-28054-GSPT-815","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-25,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",393,"F","1","STAGE 7"
"202411-1012-12758-GSPT-864","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",322,"M","1",NA
"202410-1012-28054-GSPT-622","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-13,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",330,"M","1",NA
"202311-1012-28054-GSPT-819","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-25,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",386,"F","1","STAGE 7"
"202410-1012-12758-GSPT-664","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-27,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",348,"F","1",NA
"202412-1012-04990-GSPT-456","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-11,"District 1 - South","Marina Del Rey","Betty-O","04990","NMFS",330,"F","0",NA
"202309-1012-05978-GSPT-661","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-09-23,"District 5 - Wine","Shelter Cove","Sea Hawk","05978","SIO",380,"M","1",NA
"202412-1012-28054-GSPT-952","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-08,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",315,"M","1",NA
"202311-1012-06810-GSPT-1066","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-17,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","SIO",225,"U","UNK","PERFORATED GUT"
"202411-1012-12758-GSPT-831","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",325,"M","1",NA
"202312-1012-28054-GSPT-1146","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-16,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",302,"M","1",NA
"202410-1012-28054-GSPT-749","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-25,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",335,"M","1",NA
"202412-1012-37797-GSPT-359","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-06,"District 3 - Central","Morro Bay","Black Pearl","37797","CP",260,"U","UNK",NA
"202411-1012-12758-GSPT-834","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",225,"M","0",NA
"202411-1012-12758-GSPT-832","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",275,"F","0",NA
"202412-1012-39022-GSPT-715","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-11,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",370,"F","1",NA
"202311-1012-73873-GSPT-310","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",188,"U","UNK","gut punctured"
"202308-1012-39022-GSPT-220","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-08-26,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",293,"M","0",NA
"202308-1012-12758-GSPT-225","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-08-26,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",339,"F","0","2 OTOLITHS BROKEN"
"202312-1012-28054-GSPT-832","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-02,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",386,"F","1","STAGE 7"
"202312-1012-28054-GSPT-831","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-02,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",360,"F","1","STAGE 6"
"202312-1012-16699-GSPT-956","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-29,"District 1 - South","Long Beach","Eldorado","16699","SIO",365,"F","1","LENGTH MEASUREMENTS SEEM ROUNDED TO THE WHOLE OR HALF MM, STAGE 2+"
"202306-1012-37423-GSPT-383","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-16,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",305,"M","0","Dave & Neosha assigned sample # 232 , S"
"202412-1012-28054-GSPT-476","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-15,"District 2 - Channel","Channel Islands","Mirage","28054","NMFS",418,"M","1","RIPE"
"202306-1012-38325-GSPT-32","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-24,"District 3 - Central","Moss Landing","Kahuna","38325","MLML",326,"F","1",NA
"202410-1012-73873-GSPT-615","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",359,"F","1","Stage = 5"
"202310-1012-73873-GSPT-240","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-02,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",358,"F","1","only 1 otolith"
"202406-1012-39022-GSPT-319","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-29,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",351,"M","1","1 BROKEN OTOLITH"
"202310-1012-28054-GSPT-765","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-27,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",300,"M","1",NA
"202311-1012-12758-GSPT-516","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-30,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",356,"F","1",NA
"202405-1012-12758-GSPT-161","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-05-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",361,"F","1",NA
"202410-1012-28054-GSPT-729","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-25,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",399,"F","1",NA
"202410-1012-28054-GSPT-768","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-25,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",319,"M","1",NA
"202306-1012-29746-GSPT-417","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-07,"District 4 - San Francisco","Emeryville","Sea Wolf","29746","NMFS",256,"M","0","Dave & Neosha assigned sample # 266 , S"
"202310-1012-28054-GSPT-767","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-27,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",370,"M","1",NA
"202406-1012-12758-GSPT-249","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-21,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",334,"F","1",NA
"202412-1012-16699-GSPT-406","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-27,"District 1 - South","Long Beach","Eldorado","16699","NMFS",280,"M","1","RIPE"
"202310-1012-73873-GSPT-249","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-02,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",327,"M","1",NA
"202410-1012-28054-GSPT-617","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-13,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",363,"F","1",NA
"202311-1012-28054-GSPT-813","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-25,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",360,"M","1",NA
"202406-1012-28054-GSPT-255","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",414,"M","1",NA
"202411-1012-28054-GSPT-783","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",492,"M","1",NA
"202404-1012-06810-GSPT-25","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-20,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","BML",298,"F","1","Frozen no fin clips collected"
"202411-1012-28054-GSPT-784","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",396,"M","1",NA
"202311-1012-39022-GSPT-451","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-20,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",307,"M","1",NA
"202306-1012-37423-GSPT-404","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-26,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",325,"F","1","lengths rounded to every 5 mm?, Dave & Neosha assigned sample # 253 , S7"
"202406-1012-12758-GSPT-221","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-21,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",351,"F","0",NA
"202410-1012-39022-GSPT-667","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-17,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",353,"M","1",NA
"202404-1012-06810-GSPT-31","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-20,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","BML",310,"M","1","Frozen no fin clips collected"
"202306-1012-37423-GSPT-407","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-26,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",280,"U","UNK","lengths rounded to every 5 mm?, no gonads, Dave & Neosha assigned sample # 256 , S"
"202310-1012-39022-GSPT-378","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-15,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",353,"M","1",NA
"202311-1012-39022-GSPT-455","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-12,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",296,"F","1",NA
"202312-1012-16699-GSPT-986","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-18,"District 1 - South","Long Beach","Eldorado","16699","SIO",365,"M","1","LENGTH MEASUREMENTS SEEM ROUNDED TO THE WHOLE OR HALF MM"
"202412-1012-12758-GSPT-879","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-19,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",395,"M","1",NA
"202412-1012-12758-GSPT-876","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-20,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",269,"F","0",NA
"202408-1012-28054-GSPT-510","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-13,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",302,"F","1",NA
"202311-1012-04990-GSPT-868","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-22,"District 1 - South","Marina Del Rey","Betty-O","04990","SIO",250,"F","1","STAGE 2, LENGTH WAS MEASURED TO WHOLE AND HALF DECIMAL"
"202312-1012-16699-GSPT-988","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-18,"District 1 - South","Long Beach","Eldorado","16699","SIO",320,"M","1","LENGTH MEASUREMENTS SEEM ROUNDED TO THE WHOLE OR HALF MM"
"202312-1012-28054-GSPT-829","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-02,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",354,"M","1",NA
"202412-1012-39022-GSPT-717","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-11,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",350,"F","1",NA
"202406-1012-16699-GSPT-159","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-09,"District 1 - South","Long Beach","Eldorado","16699","NMFS",420,"M","1",NA
"202312-1012-28054-GSPT-830","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-02,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",373,"F","1","STAGE 6"
"202306-1012-37423-GSPT-384","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-16,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",318,"F","1","Dave & Neosha assigned sample # 233 , S7"
"202308-1012-12758-GSPT-227","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-08-26,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",279,"M","0",NA
"202412-1012-28054-GSPT-475","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-15,"District 2 - Channel","Channel Islands","Mirage","28054","NMFS",401,"F","1","BLACK OVARIES - PICTURE TAKEN"
"202411-1012-12758-GSPT-812","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",385,"M","1",NA
"202311-1012-12758-GSPT-597","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",353,"F","1",NA
"202310-1012-12758-GSPT-356","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-30,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",280,"M","0",NA
"202412-1012-12758-GSPT-889","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-19,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",339,"M","1",NA
"202407-1012-04990-GSPT-417","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-07-03,"District 1 - South","Marina Del Rey","Betty-O","04990","SIO",268,"M","1",NA
"202308-1012-12758-GSPT-233","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-08-26,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",246,"M","0",NA
"202310-1012-28054-GSPT-763","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-27,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",382,"M","1",NA
"202410-1012-28054-GSPT-609","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-13,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",365,"F","1",NA
