"Sample_ID","Species_Name","Scientific_Name","PacFIN_Species_Code","RecFIN_Species_Code","Year","Project_ID","Capture_Date","CRFS_District","Port","Vessel","CDFW_Vessel_Number","Institution","Fork_Length_mm","Sex","Maturity","Comments"
"202408-1012-12758-GSPT-446","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-23,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",361,"F","1",NA
"202408-1012-04990-GSPT-505","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-30,"District 1 - South","Marina Del Rey","Betty-O","04990","SIO",151,"M","0",NA
"202405-1012-12758-GSPT-165","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-05-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",312,"M","1",NA
"202404-1012-12360-GSPT-140","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-25,"District 1 - South","Dana Point","Sum Fun","12360","SIO",199,"F","0",NA
"202404-1012-73861-GSPT-55","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-18,"District 3 - Central","Santa Cruz","Big Anchovy","73861","MLML",312,"M","1",NA
"202308-1012-73873-GSPT-122","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-08-09,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",348,"F","1","stage = 3, see photo"
"202410-1012-73873-GSPT-621","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",369,"M","0",NA
"202310-1012-12758-GSPT-402","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-26,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",346,"F","1",NA
"202404-1012-16699-GSPT-60","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-30,"District 1 - South","Long Beach","Eldorado","16699","SIO",285,"M","0","VESSEL CREW IDENTIFIED AS GREENBLOTCHED"
"202410-1012-28054-GSPT-614","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-13,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",364,"F","1",NA
"202306-1012-29746-GSPT-448","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-16,"District 4 - San Francisco","Emeryville","Sea Wolf","29746","NMFS",286,"M","1","Dave & Neosha assigned sample # 297 , S"
"202312-1012-06810-GSPT-1093","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-14,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","SIO",360,"M","1",NA
"202310-1012-73873-GSPT-295","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-27,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",378,"M","1",NA
"202410-1012-73873-GSPT-677","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",355,"M","1",NA
"202311-1012-12758-GSPT-577","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",275,"M","1",NA
"202408-1012-39022-GSPT-462","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-23,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",226,"F","0",NA
"202310-1012-12758-GSPT-416","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-26,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",348,"M","1",NA
"202311-1012-73873-GSPT-301","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",309,"M","1",NA
"202311-1012-28054-GSPT-818","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-25,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",392,"M","1",NA
"202405-1012-12758-GSPT-178","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-05-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",355,"F","1",NA
"202311-1012-12758-GSPT-580","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",345,"F","1",NA
"202307-1012-73873-GSPT-19","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-07-03,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",326,"M","1",NA
"202411-1012-28054-GSPT-790","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",374,"M","1",NA
"202309-1012-05978-GSPT-664","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-09-23,"District 5 - Wine","Shelter Cove","Sea Hawk","05978","SIO",380,"F","1","STAGE 6"
"202412-1012-28054-GSPT-956","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-08,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",402,"M","1",NA
"202412-1012-12758-GSPT-917","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-19,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",354,"M","1",NA
"202311-1012-28054-GSPT-785","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-10,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",310,"F","1","STAGE 6, ID AS GREENSTRIPED ON TAG BUT ACTUALLY GREENSPOTTED"
"202311-1012-73873-GSPT-309","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",235,"F","0",NA
"202311-1012-73873-GSPT-307","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",290,"F","1",NA
"202410-1012-06810-GSPT-688","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-19,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","BML",372,"F","1",NA
"202410-1012-39022-GSPT-672","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-17,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",360,"F","1",NA
"202410-1012-39022-GSPT-674","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-17,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",335,"F","1",NA
"202410-1012-28054-GSPT-755","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-25,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",394,"F","1",NA
"202410-1012-06810-GSPT-690","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-19,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","BML",342,"M","1",NA
"202409-1012-16699-GSPT-450","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-09-07,"District 1 - South","Long Beach","Eldorado","16699","SIO",280,"F","1","MISSIDENTIFIED AS GREENBLOTCHED ROCKFISH"
"202412-1012-16699-GSPT-269","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-06,"District 1 - South","Long Beach","Eldorado","16699","NMFS",305,"F","1","STAGE 7"
"202310-1012-03233-GSPT-473","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-20,"District 1 - South","San Diego","Premier","03233","SIO",350,"M","0",NA
"202412-1012-28054-GSPT-963","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-08,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",439,"F","1",NA
"202308-1012-73873-GSPT-153","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-08-15,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",352,"F","1","stage = 5"
"202410-1012-28054-GSPT-766","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-25,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",326,"M","1",NA
"202407-1012-04990-GSPT-222","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-07-08,"District 1 - South","Marina Del Rey","Betty-O","04990","SIO",315,"M","0",NA
"202307-1012-12758-GSPT-196","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-07-30,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",348,"M","0",NA
"202311-1012-12758-GSPT-557","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",332,"M","1",NA
"202306-1012-03233-GSPT-36","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-23,"District 1 - South","San Diego","Premier","03233","SIO",265,"F","1",NA
"202410-1012-73873-GSPT-622","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",354,"F","1","Stage = 5"
"202404-1012-73861-GSPT-52","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-18,"District 3 - Central","Santa Cruz","Big Anchovy","73861","MLML",280,"F","1","stage = 3"
"202310-1012-73873-GSPT-243","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-02,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",364,"M","1",NA
"202310-1012-28054-GSPT-766","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-27,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",311,"F","1","STAGE 6"
"202406-1012-28054-GSPT-287","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-22,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",350,"M","1",NA
"202310-1012-73873-GSPT-248","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-02,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",325,"F","1",NA
"202411-1012-28054-GSPT-937","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-30,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",374,"M","1",NA
"202410-1012-06810-GSPT-748","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-19,"District 5 - Wine","Fort Bragg","Kyndall Lynn","06810","BML",220,"M","0","not filleted"
"202410-1012-12758-GSPT-697","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-27,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",383,"M","1",NA
"202311-1012-12758-GSPT-575","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",267,"M","1",NA
"202410-1012-73873-GSPT-675","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",367,"F","1",NA
"202407-1012-04990-GSPT-394","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-07-26,"District 1 - South","Marina Del Rey","Betty-O","04990","SIO",231,"M","0",NA
"202407-1012-04990-GSPT-395","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-07-26,"District 1 - South","Marina Del Rey","Betty-O","04990","SIO",273,"M","1",NA
"202404-1012-73873-GSPT-30","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-01,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",320,"M","1",NA
"202410-1012-28054-GSPT-623","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-13,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",397,"M","1",NA
"202410-1012-73873-GSPT-676","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",329,"M","1",NA
"202307-1012-73873-GSPT-16","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-07-03,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",321,"F","1",NA
"202307-1012-03233-GSPT-95","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-07-17,"District 1 - South","San Diego","Premier","03233","SIO",293,"F","1",NA
"202306-1012-37423-GSPT-409","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-26,"District 4 - San Francisco","Pillar Point","Queen of Hearts","37423","NMFS",295,"M","0","Dave & Neosha assigned sample # 258 , S"
"202406-1012-12758-GSPT-226","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-06-21,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",326,"M","0",NA
"202309-1012-05978-GSPT-663","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-09-23,"District 5 - Wine","Shelter Cove","Sea Hawk","05978","SIO",372,"M","1",NA
"202410-1012-39022-GSPT-669","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-17,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",350,"M","1",NA
"202307-1012-12758-GSPT-179","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-07-30,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",344,"M","0",NA
"202412-1012-12758-GSPT-914","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-20,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",360,"M","1",NA
"202405-1012-12758-GSPT-151","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-05-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",315,"F","1","EGGS"
"202311-1012-73873-GSPT-308","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",325,"F","1","stage = 5"
"202408-1012-28054-GSPT-512","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-30,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",315,"M","0",NA
"202311-1012-12758-GSPT-507","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-20,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",288,"F","0",NA
"202311-1012-28054-GSPT-788","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-10,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",329,"F","1","STAGE 6/7, ID AS GREENSTRIPED ON TAG BUT ACTUALLY GREENSPOTTED"
"202410-1012-28054-GSPT-757","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-25,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",372,"F","1",NA
"202311-1012-73873-GSPT-315","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",235,"U","UNK","gut punctured"
"202312-1012-16699-GSPT-957","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-29,"District 1 - South","Long Beach","Eldorado","16699","SIO",405,"F","1","LENGTH MEASUREMENTS SEEM ROUNDED TO THE WHOLE OR HALF MM, STAGE 2+"
"202411-1012-28054-GSPT-719","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",392,"M","1",NA
"202411-1012-12758-GSPT-842","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",406,"M","1",NA
"202412-1012-28054-GSPT-473","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-15,"District 2 - Channel","Channel Islands","Mirage","28054","NMFS",436,"F","1","STAGE 2"
"202306-1012-38325-GSPT-34","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-24,"District 3 - Central","Moss Landing","Kahuna","38325","MLML",341,"M","UNK","see photo for maturity"
"202310-1012-28054-GSPT-761","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-27,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",336,"M","1",NA
"202311-1012-12758-GSPT-518","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-30,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",359,"F","1",NA
"202310-1012-28054-GSPT-762","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-27,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",344,"M","1",NA
"202307-1012-12758-GSPT-195","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-07-30,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",326,"F","1",NA
"202311-1012-12758-GSPT-563","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",311,"F","1",NA
"202310-1012-28054-GSPT-764","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-27,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",320,"F","1","STAGE 6"
"202306-1012-29746-GSPT-440","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-16,"District 4 - San Francisco","Emeryville","Sea Wolf","29746","NMFS",294,"M","1","Dave & Neosha assigned sample # 289 , S"
"202306-1012-03233-GSPT-145","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-23,"District 1 - South","San Diego","Premier","03233","NMFS",331,"M","0","Dissected during SOCAL CCFRP training on 6/27 , S"
"202411-1012-28054-GSPT-774","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",366,"M","1",NA
"202311-1012-12758-GSPT-483","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",381,"F","1",NA
"202411-1012-28054-GSPT-777","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",481,"M","1",NA
"202306-1012-29746-GSPT-447","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-16,"District 4 - San Francisco","Emeryville","Sea Wolf","29746","NMFS",306,"F","1","Dave & Neosha assigned sample # 296 , S7"
"202404-1012-73861-GSPT-57","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-18,"District 3 - Central","Santa Cruz","Big Anchovy","73861","MLML",359,"F","1","1 otolith broken"
"202411-1012-04990-GSPT-330","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-08,"District 1 - South","Marina Del Rey","Betty-O","04990","NMFS",304,"M","1","RIPE"
"202310-1012-73873-GSPT-296","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-27,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",335,"F","1","stage = 5"
"202407-1012-04990-GSPT-393","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-07-26,"District 1 - South","Marina Del Rey","Betty-O","04990","SIO",240,"F","0",NA
"202311-1012-28054-GSPT-817","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-25,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",383,"M","1",NA
"202306-1012-38325-GSPT-53","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-06-24,"District 3 - Central","Moss Landing","Kahuna","38325","MLML",333,"M","1",NA
"202312-1012-28054-GSPT-1145","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-16,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",300,"F","1","STAGE 7"
"202404-1012-28054-GSPT-57","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-29,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",381,"F","1",NA
"202311-1012-39022-GSPT-453","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-12,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",393,"F","1",NA
"202411-1012-28054-GSPT-788","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-09,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",381,"M","1",NA
"202408-1012-39022-GSPT-466","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-23,"District 2 - Channel","Santa Barbara","Stardust","39022","UCSB",195,"F","0",NA
"202309-1012-05978-GSPT-662","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-09-23,"District 5 - Wine","Shelter Cove","Sea Hawk","05978","SIO",410,"M","1",NA
"202410-1012-12758-GSPT-709","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-27,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",309,"M","0",NA
"202311-1012-73873-GSPT-305","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",398,"M","1",NA
"202404-1012-28054-GSPT-64","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-29,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",340,"F","1",NA
"202311-1012-73873-GSPT-306","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-04,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",378,"M","1",NA
"202408-1012-39045-GSPT-524","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-29,"District 1 - South","Mission Bay","Outer Limits","39045","SIO",281,"F","0",NA
"202310-1012-12758-GSPT-386","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-31,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",375,"M","1",NA
"202311-1012-12758-GSPT-586","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",313,"F","1",NA
"202311-1012-12758-GSPT-589","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-12-15,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",297,"M","1",NA
"202308-1012-12758-GSPT-224","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-08-26,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",295,"F","1",NA
"202311-1012-28054-GSPT-787","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-10,"District 2 - Channel","Channel Islands","Mirage","28054","SIO",402,"M","1","ID AS GREENSTRIPED ON TAG BUT ACTUALLY GREENSPOTTED"
"202311-1012-05978-GSPT-377","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-11-28,"District 5 - Wine","Shelter Cove","Sea Hawk","05978","HSU",355,"F","1","possbile necrosis"
"202310-1012-03233-GSPT-507","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-10-16,"District 1 - South","San Diego","Premier","03233","SIO",358,"F","1","STAGE 5+"
"202410-1012-28054-GSPT-756","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-25,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",344,"M","1",NA
"202307-1012-73873-GSPT-68","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-07-14,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",320,"M","1",NA
"202308-1012-12758-GSPT-226","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2023","1012",2023-08-26,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",315,"M","0",NA
"202404-1012-16699-GSPT-88","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-30,"District 1 - South","Long Beach","Eldorado","16699","SIO",260,"F","0","VESSEL CREW IDENTIFIED AS GREENSTRIPED"
"202412-1012-16699-GSPT-393","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",NA,"District 1 - South","Long Beach","Eldorado","16699","NMFS",305,"F","1","NO DATE; STAGE 7"
"202411-1012-12758-GSPT-814","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-11-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",319,"F","1",NA
"202410-1012-12758-GSPT-685","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-10-27,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",257,"M","0",NA
"202405-1012-12758-GSPT-163","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-05-29,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",324,"F","1",NA
"202404-1012-73873-GSPT-14","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-04-01,"District 3 - Central","Moss Landing","Last Meal","73873","MLML",268,"M","0",NA
"202412-1012-28054-GSPT-930","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-12-08,"District 2 - Channel","Channel Islands","Mirage","28054","UCSB",410,"M","1",NA
"202408-1012-12758-GSPT-404","Greenspotted Rockfish","Sebastes chlorostictus","GSPT",8826010143,"2024","1012",2024-08-30,"District 2 - Channel","Santa Barbara","Coral Sea","12758","UCSB",306,"M","0",NA
